,Title of Work,Type,Status,SiteAddress,URL,PhotoURL,Neighbourhood,DescriptionOfwork,YearOfInstallation,geo_point_2d
623,TAG,Site-integrated work,In place,1372 Seymour Street,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=556,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/f97280b29b746faaa0d81b2d722370e2,Downtown,,2013,"49.274639, -123.1278"
624,Radius Mural,Mural,In place,,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=557,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/ca0ec4d1ed82f4ad53a803817fd9b87b,DowntownEastside,"This mural is one of the City's Year of Reconciliation Projects, and is based on the cultural links and connectivity of Aboriginal, Chinese and Japanese cultures. The convergence of these groups is protrayed in a woven design with symbols, narratives and text from each culture. The mural was conceived with input from each of the three communities, and incorporated into the final design. The mural includes many unifying elements including a large wave suggesting constancy, adaptability, humans' relationship to nature and connectivity to roots and language. Artists Eri Ishii, Richard Tetrault, Jerry Whitehead and June Yun worked with mentored youth from each cultural group on the painting of the mural.",2013,"49.282311, -123.0979"
625,Dreamweaver,Totem pole,In place,31 West Pender Street,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=561,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/e7e40d20f684112fd6a24c54069aa38d,DowntownEastside,Crowning the roof of Skwach&agrave;ys Lodge is a longhouse with a laser-etched stainless steel panel and a 40-foot totem pole.,2012,"49.281147, -123.1062"
628,Making Circles: The Chilkat Dancing Blanket,Media work,No longer in place,,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=570,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/88c8268d6f2588653bcdb9a73029e17d,,The 2:47 long silent video contrasts close-ups of the hands of master weaver Donna Cranmer with images of the 100-year-old Anislaga Chilkat Blanket that was recently returned to Alert Bay from Europe. Shot on location at the U'mista Cultural Centre.,2014,"49.281384, -123.119"
629,Open Handed,Two-dimensional artwork,No longer in place,350 West Georgia Street,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=571,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/38cd3742f65a8c9268e04347d775d3e3,Downtown,"Six 12 x 24 inch paintings were created using acrylic on stretched canvas. These six paintings were then documented via photography and printed to scale of the original paintings to the final size of 6.5 meters x 3.25 meters each. The six paintings are meant to be hung side by side as a complete series, each panel hanging vertically.",2014,"49.279754, -123.114941"
632,People of the Dawn,Mural,In place,3360 Victoria Avenue,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=581,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/293a80436ec05df04d1e086a03966edf,Grandview-Woodland,This mural is a series of 12 panels that celebrates the Mi'kmag culture from the East Coast of Canada that features symbols and images from petroglyphs.,2009,"49.255509, -123.0653"
633,Crossings,Mural,In place,1265 Adanac Street,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=582,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/c801a3a7a564f5b13e88705a65712889,Grandview-Woodland,,2009,"49.277839, -123.0773"
634,Substation Pavilion,Sculpture,In place,108 East 1st Avenue,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=591,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/5483583eadb0a5d0db15ea0dfb86f246,Mount Pleasant,Concrete Pavilion,2014,"49.270023, -123.10182"
635,Nail Farm,Site-integrated work,In place,1650 Quebec / 110 Switchmen Street,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=597,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/c21b7b0622d078a694733b3d51b5a563,Mount Pleasant,Nail Farm is a public art project that takes the form of a barn ruin on a residential building site. The sculpture serves as a structure to facilitate urban agriculture activity. The deconstructed barn provides all of the required infrastructure in an optimized setting to grow food and plants for the residents of the LIDO development.,2014,"49.270879, -123.101653"
636,Still Here,Sculpture,In place,2699 Kingsway,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=599,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/a32ad4889c3c51bb563f7d62aa7dc763,Renfrew-Collingwood,"3,3m long spawning salmon and a stream of tiny blue lights visible at night marking the lost stream beneath the plaza.",2016,"49.238699, -123.0499"
637,Woven Chronicle,Site-integrated work,No longer in place,1128 West Georgia Street,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=603,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/de5e22cb6ca72c86e0d9b6874ea3cea1,West End,,2015,"49.285762, -123.123947"
638,Departure,Sculpture,In place,5251 Oak Street,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=607,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/1a5dafc213610dff34ccddf408ffb186,Shaughnessy,Man and woman sitting on a bench.,2013,"49.239068, -123.134604"
639,Watch Seller,Sculpture,In place,Main Street and Terminal Avenue,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=614,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/36e8df4810ce6a607bd505af9730bbaa,Downtown,,2015,"49.273296, -123.100627"
640,FOUNTAIN: the source or origin of anything,Mural,No longer in place,700 Hamilton Street,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=615,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/98e352dc27a59b8c4bdbe99abd985a9f,Downtown,,2014,"49.279663, -123.114234"
641,the people are the city the people are the city the people are the city,Mural,No longer in place,700 Hamilton Street,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=616,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/9830b7ed19ca11a90f2320f283ccb84f,Downtown,"“the people are the city …” is a temporary public artwork commissioned by the Vancouver Heritage Foundation and the CBC. Through an annual call for submissions, the designated artist is asked to do research at the CBC archives and create a public artwork that comments on the architectural heritage of Vancouver.

“the people are the city …” relies on a vernacular experience of architecture and is composed of an archival image and a text component, both retrieved from the CBC’s archive. “the people are the city …” comments on architecture’s social responsibility, that architecture and social spaces are conceived from personal and vernacular histories.",2013,"49.279663, -123.114234"
642,Alien Terrarium,Two-dimensional artwork,No longer in place,650 Hamilton Street,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=617,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/ff724e1d667774cb4a97e492bcac8038,Downtown,"A photography based theatrical panorama of local non-native plant species such as Japanese Knotweed, English Ivy, Scotch Broom, English Holly, and Himalayan Blackberry are captured in a series of three staged environments and digitally reproduced onto translucent adhesive vinyl. The work is presented on three sides of a glass stairwell enclosure.",2016,"49.280003, -123.113716"
643,The Eyes of the People,Site-integrated work,In place,6260 Killarney Street,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=619,,Killarney,"This stained glass work is inspired by traditional Coast Salish woven cedar bard, and depicts a traditional eye motif. Here the eye represents the eyes of the people, past, present, and future. It was created and inspired by the Vancouver 2010 Olympic and Paralympic Winter Games. This work incorporates blue glass that was recycled from the site's previous ice rin.",2009,"49.227641, -123.0443"
644,Dichroic Vancouver,Site-integrated work,In place,980 Howe Street,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=621,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/2952d7d9dc77209a645ca3c10cdbd00f,Downtown,"Four thin bands of dichroic glass are embedded into the southeast and southwest facades of the tower. The glass changes colour depending on where one stands, in combination with the atmospheric and climatic conditions of the moment. During the weekdays, the lights are a soft shimmering pattern of green. On Fridays, Saturdays, and Sundays, the lights change to a very broad sequence of 23 different light shows.",2015,"49.280167, -123.1233"
645,Refined,Sculpture,In place,1 - 88 West 1st Avenue,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=622,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/de666fd624c954590b52fee9f9a94e42,Fairview,"Southeast False Creek, the site of this work, was once a
hub of industry and processing, but has rapidly been
converted from a quasi-abandoned and contaminated
brownfield into a highly-designed, dense residential
neighbourhood. The word refined refers to both the
process of removing unwanted elements to create an
increasingly homogeneous and pure substance and also to
the perception of characteristics such as elegance,
sophistication, and urbanity. The artwork, Refined, draws
specifically on the forms and processes of salt purification
which used to take place in the building immediately
proximal to the site while exploring the overall
transformation of the neighbourhood itself.
The artwork is composed of five pure-white, conical
sculptures of varying heights that sit within a recessed pool
of recycled glass. During the day, the pure geometric forms
and angular shapes of the surrounding glass elements
catch and play with natural sunlight. At night, warm hued
lights, evocative of the colour of salt in its raw unrefined
state, cast a glow onto the artwork surfaces.",2016,"49.26994, -123.105572"
647,Pier D,Mural,No longer in place,Georgia & Granville Street,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=641,https://opendata.vancouver.ca/api/explore/v2.1/catalog/datasets/public-art/files/8ca6fa2be290da58e2e6506526664622,Downtown,"On the afternoon of July 27, 1938, a four alarm fire broke out on CPR Pier D. This artwork is a visual contemplation of that historic moment in the context of the port as a vital feature of the city and central to the downtown commercial hub.

The mural is defined by three ""portholes"" that present two altered archival images focusing on the fire plus a central contemporary image shot by the artist looking at where the pier used to be.

A QR code and website are also part of the imagery. Scan the code on the artwork or visit pierd.ca External website to view dynamic content that changes daily and functions like a serialized diary of the era, with brief personal accounts and images from archival and fictional sources.",2016,"49.281865, -123.119083"
